learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
1000.0,0.999274743,6.466156915267371E-7,1000.0,78.60000000000001,3.4296028880866656,33.54037267080746,-2.3923444976076578,1000.0,2501288.0
2000.0,1.322920882,9.407704501385243E-7,2000.0,72.2,2.5518788558608922,28.717948717948715,0.7142857142857149,2000.0,3513240.0
3000.0,3.252581544,5.725562610515531E-6,3000.0,68.5,2.0705092333520208,27.752293577981675,0.0,3000.0,9584832.0
4000.0,4.028114715,7.470986381547744E-6,4000.0,62.1,-0.008443984716396109,17.96536796536796,-0.5305039787798413,4000.0,8699672.0
5000.0,5.342756334,1.0950637127002771E-5,5000.0,58.699999999999996,13.063613017303059,9.429824561403494,9.628008752735214,5000.0,1.0231296E7
6000.0,6.665817322,1.5498485714259167E-5,6000.0,61.3,21.21592130549493,14.190687361419057,18.697478991596633,6000.0,1.3287048E7
7000.0,8.070817257,2.184130162879111E-5,7000.0,63.5,25.91359698620572,21.67381974248927,22.9957805907173,7000.0,1.7450512E7
8000.0,9.640577557,3.05754291634867E-5,8000.0,62.4,25.001595710729564,16.629711751662963,23.26530612244898,8000.0,2.1507432E7
9000.0,11.44356803,4.270069608935573E-5,9000.0,62.8,25.518666383690984,16.964285714285708,26.043737574552683,9000.0,2.5995624E7
10000.0,13.34663772,5.761907612571139E-5,10000.0,65.2,30.61287968512604,18.691588785046743,28.68852459016394,10000.0,3.0301864E7
11000.0,15.277635831,7.499052435437146E-5,11000.0,64.9,29.868448394367096,21.826280623608017,29.800000000000004,11000.0,3.4774152E7
12000.0,17.576433016,9.81644747051835E-5,12000.0,66.8,33.630795310975714,19.417475728155356,29.809725158562372,12000.0,3.8967432E7
13000.0,19.738025796,1.2219370478015678E-4,13000.0,68.2,36.58466545419739,20.698254364089795,32.484076433121025,13000.0,4.2970296E7
14000.0,22.48012941,1.5579538265036774E-4,14000.0,65.3,30.618316764374214,20.594965675057225,25.69593147751606,14000.0,4.7367392E7
15000.0,25.118138257,1.9104711454199212E-4,15000.0,66.4,32.63833199679232,21.126760563380298,25.333333333333336,15000.0,5.1654312E7
16000.0,28.035848241,2.3322316712058827E-4,16000.0,67.10000000000001,34.191576521794794,28.165938864628824,32.44353182751541,16000.0,5.5876112E7
17000.0,30.877392928,2.773563860570699E-4,17000.0,68.30000000000001,36.569553385625106,28.603603603603606,34.36853002070394,17000.0,6.003624E7
18000.0,33.893601199,3.2870004360670827E-4,18000.0,68.8,22.180541144544634,20.610687022900752,14.285714285714269,18000.0,6.5800296E7
