learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
1000.0,2.267423641,3.776963513323466E-6,1000.0,71.6,50.66943658938211,2.0689655172413812,39.574468085106375,1000.0,6438912.0
2000.0,3.95527762,5.996674104597016E-6,2000.0,80.5,63.79636849727082,-3.1746031746031784,70.85201793721974,2000.0,5083512.0
3000.0,5.52813751,8.220652668175441E-6,3000.0,82.3,59.84127092167686,23.04347826086954,58.156028368794324,3000.0,5465664.0
4000.0,6.975694382,1.152836796318921E-5,4000.0,86.3,64.15545543502718,17.964071856287436,52.43055555555556,4000.0,8832728.0
5000.0,8.619518153,1.6955838671136383E-5,5000.0,92.0,83.64118576864956,50.61728395061732,80.86124401913877,5000.0,1.276276E7
6000.0,10.415849903,2.2106144807378187E-5,6000.0,86.1,56.57579866165988,44.841269841269835,42.08333333333333,6000.0,1.1082784E7
7000.0,12.649744755,2.93581410537307E-5,7000.0,83.2,67.99664726780898,21.12676056338025,63.71490280777537,7000.0,1.2548656E7
8000.0,14.243616746,3.815923480158547E-5,8000.0,82.69999999999999,65.6336909018673,2.8089887640449454,60.85972850678731,8000.0,2.134448E7
9000.0,15.901689225,4.277381325807979E-5,9000.0,90.3,79.24494389715763,48.94736842105263,75.12820512820514,9000.0,1.0757984E7
10000.0,17.512735479,4.934821903797819E-5,10000.0,81.10000000000001,44.098386839163105,25.296442687747057,30.769230769230795,10000.0,1.5774328E7
11000.0,19.82285546,6.0368558354366176E-5,11000.0,79.80000000000001,61.981480087329665,12.554112554112567,61.37667304015297,11000.0,1.844008E7
12000.0,21.893446532,7.131400840299502E-5,12000.0,85.6,71.35491263248352,23.80952380952378,60.0,12000.0,2.0433448E7
13000.0,23.773587838,7.925584411895758E-5,13000.0,79.5,59.00852622654489,25.992779783393523,50.956937799043075,13000.0,1.6327992E7
14000.0,25.889467344,9.044526722871178E-5,14000.0,82.6,65.84820114231877,24.999999999999975,66.01562499999999,14000.0,2.04418E7
15000.0,27.898766698,1.0354975593776179E-4,15000.0,77.3,56.78807883986462,5.809128630705399,54.690618762475054,15000.0,2.5210288E7
