#count,ecpfht-arf,ecpfarf-arf,sarf-arf
103000,237.8000000000003,72.00000000000023,47.10000000000018
104000,242.2000000000003,72.90000000000023,47.70000000000019
105000,246.40000000000032,73.80000000000024,48.20000000000017
106000,252.5000000000003,74.40000000000023,48.900000000000176
107000,259.50000000000034,75.50000000000023,50.10000000000018
108000,265.4000000000003,76.20000000000023,50.400000000000176
109000,273.8000000000003,77.60000000000022,51.50000000000017
110000,280.6000000000003,78.70000000000023,52.50000000000017
111000,285.8000000000003,79.10000000000022,53.00000000000017
112000,288.5000000000003,79.60000000000022,53.400000000000176
113000,291.7000000000003,80.00000000000023,53.70000000000017
114000,296.8000000000003,80.30000000000021,54.30000000000017
115000,299.7000000000003,80.50000000000021,54.400000000000176
116000,304.10000000000025,81.00000000000023,54.70000000000019
117000,307.80000000000024,81.20000000000023,54.80000000000017
