count,accuracy,kappa,memory
1000,0.817,0.2578543431598147,0
2000,0.8579999999999999,0.40245000542182063,0
3000,0.9200000000000002,0.49611660604413677,0
4000,0.9349999999999998,0.6864152770715266,0
5000,0.9269999999999999,0.7536129060692713,0
6000,0.9109999999999999,0.6468906794127363,0
7000,0.9359999999999999,0.8018523024008593,0
8000,0.931,0.7185165139858478,0
9000,0.9319999999999998,0.7724099746860503,0
10000,0.907,0.768537272963691,0
11000,0.908,0.7815440412477461,0
12000,0.9100000000000001,0.7491662329803042,0
13000,0.898,0.688875261117293,0
14000,0.8949999999999999,0.7027953444997095,0
15000,0.906,0.7651444302532525,0
16000,0.937,0.7142966044719734,0
17000,0.9410000000000001,0.6936318563925229,0
18000,0.9349999999999999,0.765104056207028,0
19000,0.9470000000000001,0.8501455589405712,0
20000,0.9710000000000001,0.8519227726231222,0
21000,0.9450000000000001,0.8143392114286669,0
22000,0.9510000000000002,0.824247945640491,0
23000,0.952,0.8044236437080482,0
24000,0.9269999999999999,0.7775921997273085,0
25000,0.9470000000000001,0.8006661588009134,0
26000,0.933,0.8329858534731327,0
27000,0.9239999999999998,0.7593375641510229,0
28000,0.9450000000000001,0.8489632695016207,0
29000,0.915,0.8041396252900931,0
30000,0.909,0.7613684121309058,0
31000,0.932,0.7698405966721729,0
32000,0.933,0.8109156672892348,0
33000,0.9400000000000001,0.8543077694885272,0
34000,0.9440000000000002,0.8274598825331264,0
35000,0.915,0.7890969115713204,0
36000,0.9329999999999998,0.8656649872165094,0
37000,0.9579999999999999,0.8458539541659498,0
38000,0.9490000000000001,0.8897884965253324,0
39000,0.9350000000000002,0.8045646763689976,0
40000,0.9279999999999997,0.783428147936626,0
41000,0.9159999999999998,0.7213376930473763,0
42000,0.9239999999999998,0.758212995535067,0
43000,0.925,0.8280898568454443,0
44000,0.916,0.798095416300181,0
45000,0.9340000000000002,0.8059138956072907,0
46000,0.9260000000000002,0.7261007275112485,0
47000,0.9189999999999999,0.827157882194585,0
48000,0.9339999999999999,0.8332547508442625,0
49000,0.9359999999999999,0.8278285432998924,0
50000,0.9490000000000001,0.8235341265522313,0
51000,0.938,0.7828479344546777,0
52000,0.9369999999999999,0.8465874004416177,0
53000,0.938,0.7732823120896443,0
54000,0.952,0.9021426413558709,0
55000,0.9549999999999998,0.8151293593914841,0
56000,0.929,0.8645552706001997,0
57000,0.9460000000000001,0.8263153126565819,0
58000,0.9320000000000002,0.7813274559230672,0
59000,0.9179999999999999,0.728336234496729,0
60000,0.8959999999999999,0.7136271558071563,0
61000,0.923,0.7821478877955471,0
62000,0.9349999999999999,0.7791725719723124,0
63000,0.9299999999999999,0.7307675643456604,0
64000,0.951,0.7590305665585977,0
65000,0.9369999999999999,0.7980043086747427,0
66000,0.9620000000000001,0.7692031174172741,0
67000,0.951,0.832065929475263,0
68000,0.951,0.8428708301184813,0
69000,0.9259999999999999,0.770213801200604,0
70000,0.925,0.7071502093955633,0
71000,0.921,0.7699955460726022,0
72000,0.924,0.8170453566932265,0
73000,0.945,0.8330889595112364,0
74000,0.9339999999999999,0.8586436608362593,0
75000,0.9039999999999999,0.7487001519990419,0
76000,0.9489999999999998,0.8073912887680645,0
77000,0.9229999999999998,0.7935909923052475,0
78000,0.9409999999999998,0.7683857620027983,0
79000,0.9710000000000001,0.8812919790263931,0
80000,0.9309999999999998,0.7911895915944323,0
81000,0.952,0.8086402605903812,0
82000,0.9650000000000001,0.848038832710284,0
83000,0.9560000000000001,0.8005460825899802,0
84000,0.9470000000000001,0.8286156769754228,0
85000,0.951,0.7720689157426182,0
86000,0.933,0.8281588632215499,0
87000,0.9400000000000001,0.8265021662451263,0
88000,0.9179999999999999,0.8291565024074645,0
89000,0.906,0.6944513058768507,0
90000,0.9199999999999999,0.762740321932281,0
91000,0.9019999999999999,0.7483833658641545,0
92000,0.924,0.7528566808947765,0
93000,0.945,0.8080998696279249,0
94000,0.9339999999999998,0.7584443748485239,0
95000,0.951,0.7717863753258716,0
96000,0.9570000000000001,nan,0
97000,0.9430000000000002,0.6877351481829383,0
98000,0.932,0.8080367044604883,0
99000,0.9549999999999998,0.8750368068434391,0
100000,0.9399999999999998,0.8469696131621195,0
101000,0.953,0.8490023077298596,0
102000,0.9390000000000001,0.8104978239429401,0
103000,0.931,0.7238339701109038,0
104000,0.9390000000000001,0.7822490859248209,0
105000,0.9380000000000001,0.8242837766349428,0
106000,0.925,0.7475157671999415,0
107000,0.905,0.6699357739780035,0
108000,0.9219999999999999,0.7477478602411797,0
109000,0.8940000000000001,0.7431818154278351,0
110000,0.908,0.6884017744989065,0
111000,0.932,0.79955822345333,0
112000,0.9630000000000001,0.8558198483217764,0
113000,0.951,0.8326746713211147,0
114000,0.9279999999999999,0.8199684189763967,0
115000,0.961,0.7413844482972457,0
116000,0.9470000000000001,0.7971630247675928,0
117000,0.9550000000000001,0.8631884353011522,0
118000,0.9350000000000002,0.856898933972241,0
119000,0.969,0.8149118944575063,0
120000,0.9339999999999999,0.7920865959178658,0
121000,0.9570000000000001,0.7790719536563148,0
122000,0.9099999999999999,0.734553396816276,0
123000,0.9349999999999999,0.8077832458388599,0
124000,0.914,0.7669752574018528,0
125000,0.9170000000000001,0.8061096990290586,0
126000,0.9029999999999999,0.781393478759201,0
127000,0.9289999999999999,0.8480391387169659,0
128000,0.9200000000000002,0.7231643177591232,0
129000,0.901,0.768287818692858,0
130000,0.9099999999999999,0.7732765870676445,0
131000,0.9259999999999998,0.77940968459836,0
132000,0.9460000000000001,0.7808255720065073,0
