learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
43000.0,1.960343755,1.1709303258127369E-6,43000.0,93.4,82.87706772379155,83.03341902313626,76.25899280575543,43000.0,377648.0
44000.0,1.978661863,1.1754093517579284E-6,44000.0,92.2,79.44339025932955,78.02816901408451,72.14285714285717,44000.0,945160.0
45000.0,2.011637126,1.1968928544012105E-6,45000.0,94.1,82.3775388291517,80.20134228187918,73.18181818181816,45000.0,2518368.0
46000.0,2.094972409,1.2850701241729347E-6,46000.0,93.30000000000001,77.50741919456419,76.97594501718214,66.66666666666669,46000.0,4090064.0
47000.0,2.229194546,1.4817299174915442E-6,47000.0,92.10000000000001,80.39818968597405,77.99442896935935,72.85223367697597,47000.0,5663616.0
48000.0,2.375227045,1.7552456762532809E-6,48000.0,93.4,80.94688221709009,80.12048192771086,72.95081967213117,48000.0,7239944.0
49000.0,2.529266601,2.10624350684767E-6,49000.0,94.6,86.4995274834619,85.16483516483515,81.31487889273355,49000.0,8807944.0
50000.0,2.73632827,2.662721091596085E-6,50000.0,94.69999999999999,85.47515429222892,84.31952662721892,79.37743190661477,50000.0,1.038844E7
51000.0,2.998681298,2.714205253614947E-6,51000.0,93.89999999999999,76.17783054236439,77.73722627737224,62.804878048780466,51000.0,758560.0
52000.0,3.03006193,2.7188448977274842E-6,52000.0,95.1,87.81518874023972,86.46408839779004,83.10344827586206,52000.0,571512.0
53000.0,3.05854242,2.72321867372845E-6,53000.0,96.89999999999999,90.86946277097077,90.46153846153845,86.40350877192982,53000.0,593624.0
54000.0,3.082673355,2.7269911563521688E-6,54000.0,97.3,93.61635725701963,91.91616766467065,91.37380191693289,54000.0,604304.0
55000.0,3.113759119,2.7318583129138232E-6,55000.0,98.1,91.84423344379388,91.70305676855894,86.7132867132867,55000.0,605224.0
56000.0,3.13838274,2.7358580016678575E-6,56000.0,96.39999999999999,90.46711153479504,88.95705521472391,86.66666666666666,56000.0,627880.0
57000.0,3.165903571,2.7405617607952655E-6,57000.0,97.1,90.44732854601752,89.93055555555554,85.12820512820511,57000.0,660672.0
58000.0,3.188942454,2.7445741032664127E-6,58000.0,96.0,90.16096658664252,89.24731182795698,86.75496688741721,58000.0,673192.0
59000.0,3.213449962,2.7489082023575885E-6,59000.0,95.5,86.98052286220184,86.68639053254437,81.3278008298755,59000.0,683600.0
60000.0,3.238053284,2.7534017177991057E-6,60000.0,94.8,86.9614057610527,84.7953216374269,82.43243243243242,60000.0,705984.0
61000.0,3.263675835,2.758152176915126E-6,61000.0,95.6,86.58929093923729,86.8263473053892,80.7017543859649,61000.0,716664.0
62000.0,3.290787979,2.7632628076300195E-6,62000.0,97.7,91.91393615525242,91.22137404580151,87.43169398907104,62000.0,728640.0
63000.0,3.315943597,2.76801062095645E-6,63000.0,96.5,88.28914437142818,87.13235294117646,82.3232323232323,63000.0,729560.0
64000.0,3.341280676,2.772859121460087E-6,64000.0,98.0,92.16079771722428,90.74074074074073,87.34177215189872,64000.0,739696.0
65000.0,3.364855851,2.7773816862212206E-6,65000.0,96.3,86.76207513416814,86.78571428571428,80.0,65000.0,741536.0
66000.0,3.391316369,2.7826028300965704E-6,66000.0,97.6,86.7957746478873,84.4155844155844,78.18181818181816,66000.0,762728.0
67000.0,3.414186629,2.7871209936703124E-6,67000.0,97.7,93.0847865303668,92.87925696594426,89.59276018099547,67000.0,763648.0
68000.0,3.43858558,2.7920051384532765E-6,68000.0,97.89999999999999,91.74671047460345,90.7488986784141,86.70886075949366,68000.0,773784.0
69000.0,3.461808666,2.79667048198261E-6,69000.0,95.89999999999999,87.33285548332879,87.79761904761904,81.44796380090496,69000.0,776544.0
70000.0,3.487277602,2.8018537843072064E-6,70000.0,96.1,85.1033597653206,85.33834586466165,77.19298245614034,70000.0,786680.0
71000.0,3.509872452,2.806462923302305E-6,71000.0,97.2,92.51657045114389,91.95402298850574,89.14728682170542,71000.0,788520.0
72000.0,3.534447916,2.8115439892401816E-6,72000.0,97.7,94.04527660984652,93.53932584269661,91.28787878787878,72000.0,799200.0
73000.0,3.560899073,2.8171553039781728E-6,73000.0,98.1,94.95378731541486,94.94680851063829,92.54901960784314,73000.0,820016.0
74000.0,3.583105992,2.8218768221758034E-6,74000.0,98.8,96.93481892442796,96.80851063829788,95.60439560439559,74000.0,821856.0
75000.0,3.605635246,2.82666687354403E-6,75000.0,97.89999999999999,95.02487562189054,94.75,93.2258064516129,75000.0,821856.0
76000.0,3.627888976,2.8313983444500197E-6,76000.0,98.5,95.11725107745993,95.03311258278146,92.2279792746114,76000.0,821856.0
77000.0,3.652956024,2.8368031926305985E-6,77000.0,98.5,96.1071317346621,95.56213017751479,94.33962264150942,77000.0,833456.0
78000.0,3.676125054,2.841798798401221E-6,78000.0,99.0,96.55267512410369,96.52777777777779,94.44444444444444,78000.0,833456.0
79000.0,3.700778246,2.8471790581104633E-6,79000.0,99.4,97.27582292849036,97.05882352941177,95.2755905511811,79000.0,843592.0
80000.0,3.726096982,2.852776981238638E-6,80000.0,98.2,95.49714068433455,95.28795811518324,93.63957597173145,80000.0,854648.0
81000.0,3.749395574,2.8579448899903377E-6,81000.0,98.4,94.07911778855049,93.3884297520661,90.4191616766467,81000.0,857408.0
82000.0,3.774776225,2.8636411774443257E-6,82000.0,99.3,96.91564736155662,96.98275862068965,94.73684210526315,82000.0,867544.0
83000.0,3.800343512,2.8694463947053793E-6,83000.0,98.5,93.25927523727351,93.30357142857142,88.63636363636363,83000.0,877680.0
84000.0,3.82390683,2.8748022060714664E-6,84000.0,98.4,94.96288274220663,94.63087248322147,92.11822660098521,84000.0,878600.0
85000.0,3.848760715,2.8804531050351246E-6,85000.0,98.6,94.76576812352788,94.69696969696969,91.41104294478527,85000.0,878872.0
86000.0,3.874498643,2.8863951859175148E-6,86000.0,97.8,94.10491114493344,93.76770538243625,91.47286821705426,86000.0,892416.0
87000.0,3.898532062,2.891943749095498E-6,87000.0,99.0,97.12394089123319,96.83544303797468,95.63318777292577,87000.0,892416.0
88000.0,3.922089184,2.897387956929317E-6,88000.0,98.1,95.05728348300225,94.8509485094851,92.85714285714285,88000.0,893336.0
89000.0,3.945642839,2.9028313635163385E-6,89000.0,97.5,93.27269791722726,92.89772727272727,90.19607843137254,89000.0,893336.0
90000.0,3.969228476,2.908282161356627E-6,90000.0,98.0,94.5021111893033,94.35028248587571,91.73553719008264,90000.0,893336.0
91000.0,3.992827028,2.9137359439394563E-6,91000.0,98.2,95.29930377465907,95.30026109660574,93.15589353612167,91000.0,893336.0
92000.0,4.016296799,2.9191655502900547E-6,92000.0,98.6,95.50668541020752,95.22184300341297,92.96482412060301,92000.0,894256.0
93000.0,4.040234642,2.9247091399196414E-6,93000.0,98.5,95.6659924877203,95.6896551724138,93.4782608695652,93000.0,895176.0
94000.0,4.066215236,2.930800104850655E-6,94000.0,98.6,95.37770734284204,95.31772575250835,92.70833333333333,94000.0,906232.0
95000.0,4.090666681,2.936528472713899E-6,95000.0,98.8,94.98696611189091,94.8051948051948,91.54929577464787,95000.0,905584.0
96000.0,4.115402021,2.9423923574999185E-6,96000.0,98.4,93.31746230631082,92.92035398230087,88.9655172413793,96000.0,916368.0
97000.0,4.141724992,2.948701637962529E-6,97000.0,98.5,93.6380293159609,93.15068493150685,89.36170212765957,97000.0,926504.0
98000.0,4.168487474,2.955192809527001E-6,98000.0,98.5,96.12703330751356,95.95687331536388,94.44444444444444,98000.0,937560.0
99000.0,4.195231331,2.9617623214568262E-6,99000.0,98.4,94.40934757086151,94.20289855072464,91.01123595505616,99000.0,949536.0
100000.0,4.219642545,2.9677646397813434E-6,100000.0,98.0,94.75241913477886,94.1860465116279,92.48120300751879,100000.0,950456.0
101000.0,4.244183847,2.9737989446177235E-6,101000.0,99.3,97.65415549597856,97.63513513513513,96.21621621621621,101000.0,950456.0
102000.0,4.273582123,2.981195669544644E-6,102000.0,98.2,94.28966619926527,94.30379746835442,91.04477611940297,102000.0,972568.0
103000.0,4.303886222,2.989015292016821E-6,103000.0,98.2,94.1293116944111,93.79310344827586,90.72164948453607,103000.0,997440.0
104000.0,4.332019638,2.9963485660057664E-6,104000.0,98.3,95.38615194215862,94.98525073746312,93.14516129032258,104000.0,1007576.0
105000.0,4.359283808,3.0034682397820827E-6,105000.0,98.0,94.5962303302784,94.91094147582697,92.12598425196849,105000.0,1009416.0
106000.0,4.385621464,3.010345966804502E-6,106000.0,98.6,95.64229464313505,95.625,93.2367149758454,106000.0,1009416.0
107000.0,4.414213809,3.0179010605356746E-6,107000.0,97.5,93.54618863716155,92.5595238095238,90.80882352941175,107000.0,1021392.0
108000.0,4.443093383,3.0256146513922E-6,108000.0,98.1,93.81494309747649,92.85714285714285,90.10416666666666,108000.0,1032448.0
109000.0,4.470069225,3.0328261852577437E-6,109000.0,97.8,94.61586655180515,94.68599033816425,92.56756756756756,109000.0,1033368.0
110000.0,4.498366486,3.040392969264401E-6,110000.0,97.6,92.6117473217584,92.66055045871559,88.57142857142856,110000.0,1033640.0
111000.0,4.529267147,3.04882314626469E-6,111000.0,98.4,95.56327053512503,95.34883720930232,93.30543933054393,111000.0,1054560.0
112000.0,4.557210288,3.056446466185712E-6,112000.0,99.0,95.79680052455929,95.78059071729957,92.80575539568345,112000.0,1054560.0
113000.0,4.591126703,3.065898175692497E-6,113000.0,98.3,93.0853833138097,93.0327868852459,88.51351351351352,113000.0,1077216.0
114000.0,4.622172213,3.0747304435736196E-6,114000.0,97.89999999999999,94.56409194450195,94.35483870967741,92.16417910447761,114000.0,1099704.0
115000.0,4.651052076,3.082946597419574E-6,115000.0,99.0,94.85215385882546,94.84536082474226,91.07142857142856,115000.0,1099704.0
116000.0,4.681497919,3.0916880983092286E-6,116000.0,99.1,97.13889701300847,97.20496894409938,95.43147208121827,116000.0,1109840.0
117000.0,4.70993462,3.099847974503802E-6,117000.0,99.2,97.09690530105092,97.05882352941177,95.23809523809523,117000.0,1109192.0
118000.0,4.739976023,3.1086666525652117E-6,118000.0,97.89999999999999,94.92836925335935,94.50261780104712,93.04635761589404,118000.0,1134712.0
119000.0,4.767242965,3.116670885364097E-6,119000.0,98.7,92.1812976640123,91.9753086419753,86.17021276595743,119000.0,1134712.0
120000.0,4.795065017,3.1248513147067924E-6,120000.0,97.6,92.89503599848426,92.3076923076923,89.38053097345133,120000.0,1136552.0
121000.0,4.82404412,3.1333670900693684E-6,121000.0,98.9,94.88438714958052,94.76190476190476,91.33858267716535,121000.0,1135904.0
122000.0,4.85426482,3.142425660440895E-6,122000.0,96.8,90.88687767341986,89.99999999999999,86.49789029535864,122000.0,1158664.0
123000.0,4.882455296,3.150882386306597E-6,123000.0,98.6,95.85335078875191,95.4983922829582,93.66515837104072,123000.0,1159584.0
124000.0,4.910621509,3.1593385373210372E-6,124000.0,97.39999999999999,93.71327707522306,93.10344827586206,91.30434782608695,124000.0,1160504.0
125000.0,4.939616904,3.1680456683283405E-6,125000.0,98.2,95.68138195777351,95.2127659574468,94.0,125000.0,1160776.0
126000.0,4.969989284,3.1772459412575124E-6,126000.0,96.6,92.38364903854769,91.62561576354679,90.17341040462426,126000.0,1170912.0
127000.0,5.001673315,3.1870376313791116E-6,127000.0,97.39999999999999,93.4198205129503,93.26424870466322,90.47619047619047,127000.0,1194592.0
128000.0,5.033609251,3.1970137154874644E-6,128000.0,97.39999999999999,93.46812444730284,93.59605911330048,90.8450704225352,128000.0,1207488.0
129000.0,5.063208051,3.20627381900954E-6,129000.0,97.0,92.77832341556415,91.42857142857143,90.19607843137254,129000.0,1209328.0
