count,accuracy,kappa,memory
1000,0.8240000000000001,0.5613292439633827,0
2000,0.8950000000000001,0.5669253745978668,0
3000,0.853,0.6056233333889731,0
4000,0.898,0.7644411021903463,0
5000,0.875,0.7103086635914195,0
6000,0.859,0.6707023987550768,0
7000,0.877,0.7562371876199074,0
8000,0.86,0.6672644009571963,0
9000,0.9030000000000001,0.8274248182397292,0
10000,0.8720000000000001,0.705219781972093,0
11000,0.9100000000000001,0.8451023435774616,0
12000,0.8319999999999999,0.7044707872474969,0
13000,0.8619999999999999,0.7316561598615152,0
14000,0.9059999999999999,0.8001785753057857,0
15000,0.8610000000000001,0.6519068674528257,0
16000,0.8389999999999999,0.6601594585346222,0
17000,0.851,0.5920378743066608,0
18000,0.8720000000000001,0.607176055258533,0
19000,0.9029999999999999,0.6941087062048543,0
20000,0.865,0.6354246516818705,0
21000,0.861,0.6760885163241628,0
22000,0.8879999999999999,0.7254603817867047,0
23000,0.79,0.5657174067519353,0
24000,0.779,0.4742581723657149,0
25000,0.8099999999999999,0.6240754106025508,0
26000,0.873,0.765912194583765,0
27000,0.8940000000000001,0.7599094667368774,0
28000,0.826,0.7073147479001209,0
29000,0.8480000000000001,0.6626204833088581,0
30000,0.8799999999999999,0.7097958040209457,0
31000,0.818,0.6236281213219149,0
32000,0.8059999999999998,0.5987562663787699,0
33000,0.861,0.7193689998007684,0
34000,0.8630000000000001,0.7672333677183159,0
35000,0.8200000000000003,0.555682178900813,0
36000,0.891,0.7734227934903918,0
37000,0.8549999999999999,0.6641622588010943,0
38000,0.8480000000000001,0.7040972177618136,0
39000,0.868,0.7107369618893978,0
40000,0.8889999999999999,0.6907269998760969,0
41000,0.892,0.7360386044259271,0
42000,0.883,0.7581484853603415,0
43000,0.868,0.7536728647645278,0
44000,0.8400000000000001,0.7108689174862951,0
45000,0.8520000000000001,0.6418345661250344,0
