learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
304000.0,3649.700985892,0.08657878385023907,304000.0,95.3,92.89357140373133,-9.30232558139535,91.51624548736459,304000.0,1.97886768E8
305000.0,3667.106356919,0.08748032047435483,305000.0,94.69999999999999,91.79726554882485,-15.217391304347828,89.88549618320609,305000.0,2.00217696E8
306000.0,3688.27302398,0.08850674365615424,306000.0,90.7,85.3299807870071,-69.0909090909089,81.87134502923978,306000.0,1.87446072E8
307000.0,3711.07888794,0.08959976874778085,307000.0,84.3,75.00577096052663,-157.37704918032767,70.48872180451127,307000.0,1.8526184E8
308000.0,3729.365111228,0.09048087352258494,308000.0,83.1,72.66699013423904,-224.99999999999977,69.7132616487455,308000.0,1.86254128E8
309000.0,3752.679276941,0.0916047631302987,309000.0,83.2,71.9004338706818,-265.2173913043476,66.19718309859154,309000.0,1.86340024E8
310000.0,3773.40420396,0.09261110089006092,310000.0,84.7,74.61297227338342,-225.5319148936168,70.63339731285988,310000.0,1.87695184E8
311000.0,3795.338178117,0.09362323879770945,311000.0,84.39999999999999,74.32842501596245,-262.79069767441837,78.51239669421487,311000.0,1.783712E8
312000.0,3813.850747532,0.09447552737479205,312000.0,86.1,76.9224128198487,-208.88888888888863,79.79651162790698,312000.0,1.77959976E8
313000.0,3829.731148859,0.09520020869616637,313000.0,88.9,79.5838038868023,-158.13953488372067,74.48275862068967,313000.0,1.76395688E8
314000.0,3849.442176778,0.0961031761544694,314000.0,84.7,74.01225330749278,-232.60869565217365,72.3826714801444,314000.0,1.7707824E8
315000.0,3868.001291393,0.09696753759336608,315000.0,86.1,75.22555439505794,-202.173913043478,74.11545623836126,315000.0,1.80028184E8
316000.0,3887.711546896,0.09786793873984889,316000.0,84.5,70.82072820167207,-216.32653061224465,66.0831509846827,316000.0,1.76581888E8
317000.0,3906.18396061,0.09877053426895617,317000.0,89.4,80.60270683736286,-221.21212121212088,75.74370709382153,317000.0,1.8887388E8
318000.0,3926.556582171,0.09970109819823274,318000.0,88.5,78.28484244236985,-248.48484848484813,72.15496368038743,318000.0,1.765638E8
319000.0,3944.851513248,0.1005368843721571,319000.0,88.7,80.11074618143928,-232.35294117647024,75.80299785867238,319000.0,1.76590272E8
320000.0,3960.534599694,0.10133691315664209,320000.0,87.3,77.94817299745102,-309.6774193548383,73.26315789473684,320000.0,1.97186168E8
321000.0,3981.679703575,0.10230025363653088,321000.0,91.2,84.15858694595558,-251.99999999999955,81.55136268343817,321000.0,1.76105272E8
322000.0,4000.747282608,0.10317717420398756,322000.0,88.9,81.24436063546135,-282.7586206896548,73.94366197183099,322000.0,1.7777352E8
323000.0,4018.887164694,0.10405348238485984,323000.0,92.30000000000001,86.81321692429417,-174.9999999999996,83.92484342379959,323000.0,1.86734592E8
324000.0,4040.152228694,0.10512626042384937,324000.0,92.10000000000001,86.7241616896277,-92.68292682926801,82.67543859649123,324000.0,1.95004912E8
325000.0,4059.478557778,0.10612728479791277,325000.0,94.69999999999999,91.33222124096424,-51.42857142857142,90.8304498269896,325000.0,2.0021548E8
326000.0,4081.15453267,0.1072924612038214,326000.0,94.89999999999999,91.12129357529837,-21.428571428571427,90.43151969981238,326000.0,2.07785584E8
327000.0,4102.545489899,0.10847227503880681,327000.0,93.4,88.93881320169405,-46.666666666666416,86.90476190476191,327000.0,2.13199232E8
328000.0,4125.130360959,0.10976072295670969,328000.0,93.0,87.5611944807243,-52.17391304347802,87.10865561694293,328000.0,2.20521848E8
329000.0,4147.446101988,0.11106681538406338,329000.0,90.60000000000001,83.29509568889071,-70.90909090909071,80.0,329000.0,2.26237696E8
